Unidad_ID,Departamento,Periodo_ID,Ingresos,Gastos,Activos,Pasivos,EBIT,ROA,ROE,Margen_Explotacion,Endeudamiento,Indice_Rentabilidad,Plantilla,Costes_Fijos,CostesVariables,Crecimiento_Ingresos
UO_054,Logística,7,16312.397084363269,14690.41462493344,8846.736978469826,3052.62133345734,1507.025748720464,0.0153657115122789,0.2339517986192372,0.1842948299259966,0.5362315017918226,0.0410529398363186,311.0,4996.532594326463,4014.426738924286,0.0423286257404455
UO_112,Finanzas,7,19037.25494897237,16408.677381960115,34019.47754331192,29461.356726261703,2676.4052172312413,0.1332154886949337,0.2140109104774785,0.20632008358758,0.8882824786698427,-0.0139498942759461,200.0,3781.60253510609,3595.8063124438268,-0.0958730602785914
UO_108,Logística,7,16303.689223007224,12288.477134983272,12664.17880137154,6573.344589972558,3448.703900871883,0.1354254315772903,0.2378987684147341,0.3996107670313344,0.7507638701626476,0.0734746609833352,250.0,4294.011446539637,3619.933973660952,0.2849224178779198
UO_017,Industrial,2,55611.15514696902,45250.31669935585,10287.06151244756,8718.80444478317,10164.249840978671,0.0940859909029966,-0.0467322396529022,0.3499496070669957,0.6030994269136396,0.0108921998531956,283.0,3970.732636887536,11121.630367254777,-0.0589340793846974
UO_038,Comercial,3,21878.318173002077,14354.974786461897,16207.822491424397,12452.682045290743,8670.494779945237,,,,,,,,,
UO_009,Comercial,3,12979.734500241697,10848.14923329009,10428.66400702837,7855.520098179066,2064.390349482413,,,,,,283.0,2605.7927071162903,6863.521453642175,0.2242844395629529
UO_074,Operaciones,4,33232.12993523725,22024.21658125708,14038.260456673432,9321.850628089887,12730.247043609348,-0.0078609335040156,0.0297915831292677,0.0508300959092452,0.5269178097169314,-0.0526156377724859,382.0,1535.8609854858366,3083.421966895327,0.2682599715310688
UO_084,Logística,9,11963.051953550612,10083.445423676729,22168.60444969081,14987.534844321071,1947.462855747969,0.0167636014687519,0.2362773237237591,0.20789451946009,0.8178172675501709,-0.0018864223579545,,,,
UO_078,Logística,10,24451.13212476428,16635.556512327923,22225.7108372222,15175.758502643812,6852.311273755978,0.1008915912659167,0.1103068458700775,0.1524110499884753,0.5494716372415098,-0.0094459762917385,383.0,14373.174362725957,15090.165956745928,0.0006357576283379
UO_014,Logística,1,8268.140699890055,5301.060161117992,10522.824724098056,7126.402390806627,3063.3400428584687,,,,,,161.0,3829.244495909631,4995.8768048886905,0.0608115369133333
UO_026,Industrial,7,11337.906809580163,7458.637136956536,13458.642937426586,8509.051211685937,3888.5540515597554,0.1304868779865035,0.0353490352167142,0.1342476225785343,0.3764998360031914,-0.0262565547680929,410.0,2532.817954014302,5516.067701587517,0.1494118798177411
UO_093,Industrial,7,24304.835904252846,14599.848024411214,34358.33106414263,30642.42296725063,9311.514034467222,0.077711961764286,0.2354824854200685,0.1921767788197918,0.6113337189906489,0.0229400488346877,,,,
UO_113,Finanzas,4,31864.037125922307,27134.103329058016,24290.48698644805,17959.76279494593,4010.2846610917486,-0.0114203599161259,0.1214578597112106,0.2124227224017586,0.4713759598101463,0.0157531497962036,,,,
UO_062,Tecnología,1,23997.000937756067,20549.600594027244,62632.46441934067,47986.979541840105,3332.544911375746,0.114781227857072,0.0356966903167343,0.2153442093547421,0.4172535519830094,0.0731294082944286,,,,
UO_091,Tecnología,3,20788.92888425323,16220.076807568896,36610.00725356331,30147.524169275537,3788.057874862229,-0.0018130927025504,-0.0228850271589648,0.3906870718728106,0.8155093196466652,0.0030223926997919,97.0,8992.354322932404,13340.368329467949,0.2343579991119872
UO_025,Tecnología,5,18947.895561975947,12438.857262880429,35831.25517687328,15385.36257176817,5464.387254604339,0.0763942351628437,0.2252689645872311,0.3957989404545611,0.544716015354548,0.0930029699492647,26.0,1785.7321223457277,1730.6586527419145,0.293120290745222
UO_080,Finanzas,2,10516.9025109776,6617.697994275794,7842.23280792347,2746.996877914476,3768.061062874324,,,,,,288.0,7705.665056654507,13206.04670744888,-0.0698038875912159
UO_036,Logística,7,15368.540830248388,9324.019003755197,28518.72622405184,16818.53840669947,5573.97147446064,0.0899142882754567,0.0071149347174421,0.3424996048546568,0.6765719243896234,0.0261016753051695,263.0,13959.69767581481,20094.66637233073,0.2031189858929041
UO_098,Tecnología,10,17495.17861993381,11512.035058637512,17468.174757321183,10628.483285461976,7001.58067862779,0.0428571384206486,-0.0344357580288558,0.3813282010538859,0.4190235239086208,0.0514869956649987,391.0,4535.255725002861,7727.494421971554,0.0018686542188477
UO_080,Logística,10,37367.667834615655,34071.81850272707,12957.252097060868,10333.5260433787,3131.987356570562,0.0462067827141395,-0.0317050048478176,0.2878595498509247,0.8622674963528834,-0.0980819218007798,259.0,23018.517751761687,16460.68627386049,0.0171175023388919
UO_033,Operaciones,7,26155.352806638817,17904.330142661354,19946.504707158158,11295.110164016209,9102.059947700487,0.0056991887079953,0.0054094163234114,0.3803214968021598,0.7233718825080865,-0.0104862674911498,464.0,809.2069277861561,2451.1048827894565,0.1695926865699511
UO_003,Tecnología,10,9122.324430127768,6604.516952185249,31796.990335987797,20429.94198269748,2548.270457172196,0.0951623382661912,0.0618440266425974,0.2828238353382624,0.6059339689233662,0.0362277137926412,,,,
UO_087,Operaciones,5,25901.13281332576,16495.678272687757,24355.158511669542,15008.68530613469,10173.26193216248,0.0125594005426311,0.1644645830467817,0.064658696878198,0.528090085174602,-0.0608283776345756,126.0,6218.072230787257,13682.601718071275,0.1154461575244708
UO_112,Comercial,6,15701.93135240072,12274.648809845108,28154.862335530823,18839.23313293161,4033.0958221065375,0.1361272394980385,0.1736937392153575,0.3357952312587979,0.3477870774208595,0.1135781624480011,,,,
UO_058,Industrial,1,29906.709865514105,24305.58502647376,12301.14313386196,9801.870327764052,5668.536610015052,0.0019046983069066,-0.0261489250381585,0.2802623326977421,0.4912183543712383,0.0108668365250843,415.0,2131.1662655312607,7265.120864833908,0.0637840656740745
UO_064,Finanzas,4,36882.769186295074,25296.906982227545,20537.54331431193,8102.067591174393,13121.332217988149,0.1092923073914871,0.1174307130618553,0.2306037211370886,0.5988778045103881,0.01824162668663,193.0,5870.537363300478,12232.770632299756,-0.0135455366082704
UO_018,Finanzas,4,35088.89787482605,21762.353968595795,15032.803007143226,9870.524028350394,12607.154109740082,0.0861721055477679,0.0476412673318116,0.1086727611186517,0.5327713011929353,-0.0289440548673733,66.0,9789.652549653149,22834.767229069435,0.0631267233118638
UO_047,Finanzas,8,14478.082576023808,10668.34170482238,15814.464089636704,10376.91880991752,3200.5044058555486,0.1245176507298936,0.0846079410890403,0.0929273414035066,0.6320566204722409,-0.0479314469416313,,,,
UO_105,Tecnología,2,18871.22986801871,12869.63489782672,28559.52501033151,11381.284255472228,6418.613750682071,,,,,,233.0,5474.475288905504,7287.932732551543,-0.0271905915532914
UO_044,Operaciones,1,25994.277995885604,17594.067797964344,9661.302650954993,3614.08216659518,6746.241229175535,0.1421075728440001,0.2196818343752344,0.3649140526969931,0.8618115346949913,0.0212925243261381,307.0,11248.713701807712,11457.747880772304,0.1613837284655344
UO_059,Tecnología,6,17333.786990422854,14139.259665049422,6047.186239281494,3242.691758704759,2801.986238879543,-0.0083368717882062,0.1440313866447831,0.1710535420402442,0.7261259089897589,-0.0468217625852794,59.0,17104.672496453535,32894.36339178523,0.1407962867738187
UO_050,Comercial,5,20073.794991193558,15956.80929085422,12599.33596105326,5499.018447334734,4326.746952472891,0.1238783200087837,0.2041866436361045,0.163070725951107,0.4932483451897594,0.0504777203643587,,,,
UO_069,Industrial,8,12667.97599845029,9444.245760335492,22519.280536034013,9070.647448375985,3841.93837482986,0.0861247500139377,0.1449597887227,0.1169107867779106,0.8449551328062397,-0.0715676784266727,262.0,4951.618889930576,4357.656653340391,-0.0950685257845438
UO_088,Finanzas,2,12111.33037367608,9085.078511136708,25606.166999165285,17938.682679914324,2983.161554120118,,,,,,469.0,9086.218990860993,13416.96552946496,0.2951557867934906
UO_029,Logística,2,33066.06838339609,26099.60167607853,16978.69442049714,11302.159607746476,7851.203120804522,-0.0001909119265717,0.0240954753133095,0.2028070724306511,0.7172930755065903,0.0049345782856785505,105.0,8867.473770809764,17690.755921726824,0.2585172857330106
UO_093,Comercial,9,43395.8899627714,36615.3009231894,17423.33324900818,11954.693835852338,6801.701588671133,0.0688326213229221,0.2104370833664064,0.0665147440491229,0.7862597481439024,-0.0810666946343462,174.0,4478.37686958297,11143.984531836875,0.2357814863773103
UO_090,Operaciones,1,21247.50889924212,17970.104739062306,23070.962039722137,8139.518843906716,3271.9506004334567,0.0075708859279519,0.2416410873314313,0.2607470039439005,0.7570456238817096,-0.0002082296793727,86.0,4250.627192090487,7818.606337491517,0.2493260915477469
UO_104,Comercial,6,36379.708847437534,24013.986339083596,15699.094484481517,13126.338656240734,14494.721499443996,0.1367058689322665,-0.0315473776495154,0.1306928870712835,0.8060566774254297,-0.0600141689975125,118.0,7252.450171215155,15865.651997150724,0.2392121026045808
UO_067,Tecnología,3,26392.047495492367,20454.87832436313,41602.21769319256,22197.27253637459,6863.286504615411,0.1071924777032234,0.0060356266769606,0.3823776655607263,0.6099985559063246,0.0296416762724026,461.0,5017.368933346858,6765.203195254279,0.172316930799834
UO_002,Logística,5,15953.605338440952,11872.439105517078,29840.131720653266,14562.630135258863,4547.725916075514,0.0373219081220162,-0.0022637171384133,0.1677667421302917,0.3005435011476541,0.0251664248596809,132.0,3625.669012309285,4379.484474591935,-0.0641122723174366
UO_025,Tecnología,8,26388.87510422341,23873.604648243498,30445.53445329174,17579.76515922045,2310.281702276646,0.0429208454811823,0.1807750540468086,0.0994556575643992,0.4687560122282847,0.0076170206125893,,,,
UO_019,Industrial,7,47525.33818322699,39018.14212810328,10100.154158975312,5393.882685434221,8660.354221801335,0.033072085251291,0.0855040486859736,0.3256434529815845,0.4378956250755216,0.1013158805939355,378.0,6839.279642525022,7882.653579189015,0.0463170074001048
UO_040,Finanzas,4,21635.41816069199,17013.582748627727,17194.88002213778,14067.925781954282,4111.39479427358,0.1435977019129181,0.2028795870861957,0.1974176359208208,0.7999645830172545,0.0036230229615225,477.0,3848.2963692074063,7508.7346400113565,-0.0275173273092257
UO_002,Finanzas,8,48161.817974346464,30842.25629775043,15058.83936169635,12913.806858867916,16931.02639371199,,,,,,419.0,4124.129425440045,8579.800312798248,0.2389641490027275
UO_083,Comercial,10,5943.939737403458,4826.320133331379,9863.922368081974,4755.120092066808,1110.5620891940569,0.0312863129246574,0.0454855459349404,0.3091482427537329,0.7444679202964035,-0.0300827634826186,,,,
UO_065,Finanzas,2,33221.45736082149,21295.66401077006,22383.92867265151,18318.145096955384,13507.821584316313,0.0810263778018899,-0.0151543399745985,0.3560797961202973,0.8241802935808201,0.0011241728413684,300.0,2421.602683927761,3111.3824648300274,0.1030501581702065
UO_062,Finanzas,7,23006.30376547937,16519.03917750159,13061.347110543042,10043.051055012482,7514.920904060803,0.007594376554452,0.1509756146411896,0.1289300389080732,0.3226697808387571,-0.015003116342639,198.0,3798.461585526652,8028.35140919734,-0.0881980563203362
UO_091,Industrial,5,18967.766638545498,12328.947552303647,26721.99526382796,22940.421506307262,6412.090302504088,-0.0080111237622046,0.2305350230497472,0.3292110368164128,0.4270300670771793,0.1003868271028048,91.0,6354.242777772107,7128.214209113862,-0.0426884288412477
UO_054,Operaciones,6,23060.590215447886,19422.223499797557,9488.967265754887,4245.840180455027,2936.4594779896765,0.0157992041168618,-0.0427664975213002,0.110444247591964,0.5041649893404185,-0.0794491019799569,307.0,5796.7215120939245,7588.658102105348,0.064062322868639
UO_045,Operaciones,3,8153.605839625243,5480.7579577084725,50585.7081476649,32687.24475298625,3059.63445848232,0.0629189896467138,-0.0411901101595856,0.3723712089687055,0.6050435859867762,0.0399384836415063,,,,
UO_119,Tecnología,10,19735.297368910444,14547.889861177457,10532.283148501332,4894.633726574848,4511.547816304686,0.1483606488133561,0.0388631319400111,0.3435230196306157,0.4293838576355095,0.112925665716266,415.0,8992.308774822919,19770.283076018037,0.1151383718695724
UO_116,Tecnología,7,26332.42334739365,24054.30460748032,20569.844073269927,16341.850324523622,2389.1833743117963,0.0083572444441273,-0.0320846347640425,0.2677562751954847,0.3073079012499248,0.0433245939819142,474.0,5979.494537860643,10932.226885325024,0.0801663354935377
UO_049,Operaciones,7,46117.46568282913,30968.3732396421,29001.86990094508,8793.20785964543,12270.588546176135,0.1434200685939558,-0.0073163273942633,0.3526739402005009,0.5502331417396233,0.0769827308261772,85.0,7093.273187527653,13379.129680374332,0.2154442511021294
UO_099,Comercial,2,16998.236644481913,13220.068712942308,12805.31684118878,8181.208055597825,3626.295366540438,0.036480579319249,0.1617754331794824,0.307377740576125,0.6026284225792602,0.0252313894609961,426.0,9957.455576822738,15781.99596965235,0.09555413828181
UO_105,Operaciones,1,14702.211425386246,10978.804067729265,30075.95174495701,15143.905141881933,4447.178623427184,0.1152515382898152,-0.0381914174773613,0.3283191568303267,0.3332903652407464,0.1087844585580984,290.0,25433.426959084863,31067.92291550869,0.0261389555722343
UO_069,Tecnología,10,17139.165063335866,10392.21986388562,8625.60031588972,4257.684506188663,5669.305842993262,0.0370944775753007,0.146253807710218,0.3247805770372615,0.8856423516191427,0.0209310579361066,284.0,8290.281710424475,6391.91312198349,0.1907245030802549
UO_038,Logística,2,34811.429956135355,30545.823213660497,43099.6700025661,29607.050845457397,4135.408740343926,0.0526327722373704,0.1635806259081685,0.0605257161291832,0.5970335673927509,-0.0734037427999107,431.0,4147.855716451976,8896.019101853542,0.0142273503215824
UO_004,Finanzas,8,25961.64550109542,16204.378170721771,18187.495181506383,14748.070145867445,9004.591534104644,0.0741803538865513,0.1168221588616869,0.233830847884722,0.5034525679576081,0.0668801037443785,445.0,6846.190939228177,4684.636544761002,0.2465864589161922
UO_017,Industrial,10,16900.86187474624,12945.878635875477,12608.836481816825,8391.397989877958,4595.829934177243,0.025933058114489,0.128221196305508,0.2761737944422474,0.4285800433937271,0.05353469726577,118.0,4083.0193034643166,6225.949678167031,0.1554307280462779
UO_085,Logística,4,23121.975732057577,18958.84688696344,29300.2568633988,13441.73506507623,3726.3313022649,0.0046524086148162,-0.0056968286484273,0.2304117017219962,0.7139786142758175,-0.06082126154438,,,,
UO_053,Finanzas,8,35750.60586554225,30067.01280740157,12699.613321913534,7768.367601893347,4731.449783666801,0.0455322460085721,0.0681010686927254,0.1638247942414064,0.6068805240255705,-0.0575942714762051,412.0,5152.238893505884,5700.879467190802,-0.0672641386621736
UO_112,Operaciones,3,15505.862435757406,10678.039819642308,11503.255788731976,6560.558967254761,5073.3432618050265,0.0797416662667059,0.2172905907692965,0.2051252811751343,0.3988404053326344,0.0661121276804472,485.0,5842.744726245679,10153.835064581148,0.2338498959634554
UO_031,Comercial,6,18697.945429029038,11284.071174910274,15789.146324096644,4847.061710539265,6928.617536465299,0.0521245168168577,0.0528592173837587,0.0831453503463197,0.5132620084347188,-0.0642828207035232,466.0,5161.901481197968,11918.738816004552,-0.096051627184309
UO_112,Logística,2,18105.04528490147,15447.320264744609,8900.143973062806,5643.468135860188,2840.6662163537326,0.0310286957741845,-0.0265026331675952,0.1114773434627277,0.4631164360355495,-0.0479604910319594,293.0,11686.70035527254,14466.845503869534,0.2749794242960619
UO_022,Comercial,3,10596.113118646625,8344.225142990756,53762.224073983016,37467.678589277006,1830.44241751274,0.0510232241232486,-0.0063839213357341,0.31872135818453,0.3862149643570403,0.0689665797316982,222.0,4839.723860714047,4917.547063492996,0.0064941630096737
UO_011,Industrial,1,25541.5071329414,22799.40147792112,12837.980016377604,8410.785182116126,2340.002442878452,0.1381509686236609,0.2442653382385005,0.1667173081574378,0.7651144615763434,0.0061620728629616,164.0,7258.257824997015,15413.849197545229,0.2044664044565087
UO_034,Industrial,9,25097.60333977793,22273.76976586367,29702.012151606104,22032.00034587093,3034.3472411737584,0.0129355469490582,0.1526616783451426,0.0650028086110714,0.5823030473953963,-0.0683938235852634,,,,
UO_015,Tecnología,6,19588.666404698044,15079.0249569827,9989.397601864588,3396.896181997377,5154.678329239473,0.0600917404494822,-0.0493262874567034,0.3430687147130801,0.8741950613222649,-0.0437233418500529,339.0,4002.0586120670064,4778.3015121309145,-0.0342013868330725
UO_114,Logística,7,10854.278672987924,7780.020657365096,17969.428467753736,6646.304249584311,2531.455814972398,,,,,,495.0,2460.577833684717,5434.858298446284,0.025216904835914
UO_010,Industrial,2,17848.54620186591,15653.984823765844,28865.479165615805,18990.158444233413,1944.8044773191095,0.1240436760024528,0.0647599208318683,0.275808850559893,0.736556005982846,0.0374140924719027,97.0,4928.07118495467,4846.828583372977,0.0882698306665644
UO_102,Tecnología,8,18557.74946541548,14065.90075893412,16107.547000713344,7489.808255574155,5387.631589385632,0.0885973376049443,0.0084111046858576,0.3260688589844741,0.3000316961593781,0.0895262936518882,289.0,3564.207123501178,6153.594470329539,0.096762548224173
UO_096,Industrial,9,14747.979441820797,9795.678274554584,36896.34477413667,12832.071916509394,4819.73024915524,0.0447235848928215,0.1445033428027713,0.1507520339417883,0.3692399149684969,0.0426283476779628,297.0,8252.97524854869,7437.280792360147,0.2330935143130045
UO_053,Operaciones,10,20319.92364722684,18272.506567584227,33286.56814768688,18565.971042046043,2213.639226091532,0.007037522006871,0.2056852204172293,0.3094929431028256,0.4517129872575353,0.0540853369619772,,,,
UO_048,Logística,2,26957.73177217432,24501.77341412384,31299.23429451544,19799.69401165354,2144.211823059328,-0.0146643789125329,0.0409973920841795,0.2941531710525122,0.5008411959475675,0.03082222297709,210.0,6846.190939228177,7436.756887162197,-0.0234469284963049
UO_031,Tecnología,5,56562.01640191111,43168.60686745668,13687.057217595688,6805.856256836373,13982.016319531933,0.0978150437127227,0.0636150901962474,0.3116908255256095,0.8449137574179016,-0.0140875247859163,336.0,3056.034613589325,5945.704833760813,0.1291134270769736
UO_037,Industrial,2,24035.54142061969,15058.144228321218,9434.179884386398,6908.274650259392,9789.334785634976,,,,,,110.0,5622.900182804811,8675.872922332876,0.1483287066646008
UO_108,Tecnología,5,25053.65979297264,18432.957896249747,12479.56064757291,8564.252802426498,6129.383941200892,0.080786745613898,0.1948461171647585,0.3667787221124156,0.7212985971889876,0.0764622115511612,417.0,4148.233822566976,3446.7555091550657,0.0441119969447695
UO_028,Industrial,7,21221.647371458424,18701.325923455897,20287.18255539328,10137.32287617011,2851.8920262020847,0.0921677195162373,0.0177872621912956,0.3858772105991051,0.7752018756781177,0.0332418190242906,308.0,8404.251973794295,11587.006479834576,0.221526431854518
UO_070,Comercial,4,21736.38932066047,14589.800553870866,4900.326708811786,3377.388598322595,6829.631865197338,0.0850828567220332,0.1355924549638795,0.1576743771386297,0.645329704698662,-0.0380599466186343,203.0,6558.883937834446,5247.054774290348,0.1472367676149323
UO_014,Industrial,2,22699.88426436816,14152.03319323002,17946.171406204157,12247.673838999764,8744.938508610654,0.009796002381268,0.1953942549787046,0.2599257034526148,0.3626228748496974,0.057608804668965,165.0,5189.545258887576,7322.629504210228,-0.0613209945011776
UO_087,Comercial,7,75479.85332439913,68465.71122543608,19828.06297488776,12532.458474418325,7229.506695584001,0.1454023046138784,0.1425951663942415,0.0636779485749115,0.4625779247227317,0.006070541644143,461.0,9286.313166939926,5934.923620972965,-0.0147075334889843
UO_016,Logística,10,20006.64040359626,14730.7238470949,15267.3745186642,4684.546552609989,4570.073401764634,0.1006660355238894,0.0359992475698952,0.1754734315603119,0.3015792933477529,0.0751845185139783,,,,
UO_025,Operaciones,9,25610.90896556496,20222.792137272616,39134.67976628126,28094.95527805392,5178.48108638518,0.0082509883349812,0.243044922755368,0.2708023321667785,0.4525306974400129,0.0705820428079595,297.0,6117.167005554141,7406.303344136825,0.0496835976781198
UO_039,Logística,1,21647.47536137985,20323.14850192495,23226.93892410094,12208.661506231423,1241.3872283929593,0.1444252412729673,0.2132744883815785,0.2902039063349954,0.3628935845644593,0.101402911998071,111.0,7792.518309993236,15892.546358604832,-0.0511768208769255
UO_066,Comercial,3,12279.186839050417,7653.588359262504,39581.42196443099,34260.32620066515,4442.244793472267,0.0407374181176874,0.030851402136938,0.177782669296393,0.3054033985586851,0.0019625432182046,78.0,6464.564315165149,7461.397263007379,-0.0400756094269581
UO_038,Operaciones,7,39003.684977762925,32252.587951483125,15842.059689055668,12527.756047602876,7456.210193260997,0.0264606373439259,0.2170566782325685,0.0991241291265877,0.3158083993163506,0.0014145765673872,35.0,2566.042463232402,2515.60379789796,0.2984515925014597
UO_041,Finanzas,9,32079.30882340896,20079.62305173931,31649.78060080297,20655.174792823684,11915.872322280506,0.1002781230804247,0.1563413000898794,0.2628492193841909,0.4647267508442667,0.0733270974669254,411.0,8482.240036470628,9443.762407006596,0.1795820061905541
UO_103,Operaciones,5,32712.61209556366,23926.466551139743,48100.114508086255,21708.02367385567,10333.618267592334,0.0471599338670867,-0.0416192586627849,0.3187936368919163,0.8659790383473915,-0.0236193091801317,106.0,5070.893599577745,6670.429412847892,0.0959694455078377
UO_098,Operaciones,7,13978.927171437976,12320.119048173392,39617.09791399523,16727.544523957684,1521.9076266477412,0.1459508379538033,0.1131582319978554,0.1913824594836675,0.6661071457419852,0.00425741230812,170.0,5390.278790281082,8829.944037121937,0.0153625532997604
UO_115,Finanzas,10,44417.87046827939,33389.5920011151,9364.816719983197,4722.029987461846,10656.42070218056,0.0421088081303155,0.0785293432698057,0.3826349693314069,0.4163963737340383,0.1243632179056054,312.0,5687.991948624695,7998.8149759832495,0.2384270751501783
