Unidad_ID,Periodo_ID,R.O.A,ROE,Margen_Explotacion,Endeudamiento,Indice_Rentabilidad
UO_056,5,0.0490488602127299,0.24174672655586527,0.06404801905029084,0.888031165785891,-0.06964387813711406
UO_054,7,0.015365711512278921,0.23395179861923726,0.1842948299259966,0.5362315017918226,0.04105293983631861
UO_048,5,0.0727506007783996,0.019330907393199398,0.2050925448897665,0.43645303723411755,-0.015042323810722121
UO_100,10,0.11514551797991364,0.0012689044636446795,0.25447871376683745,0.40279472667262495,0.029203911569871198
UO_054,4,-0.016698651646442884,0.1182217861487637,0.24986948329944958,0.700561028149941,-0.0343159781536134
UO_102,1,0.065938420167107,0.126033186466945,0.2106832486566718,0.6656671783963674,0.01478578889343321
UO_089,6,0.11148251464361485,0.14867502141419509,0.15624956753736252,0.6861312737924505,-0.03457653767274888
UO_016,9,-0.0023899287125550457,0.17244727779604252,0.15424886633635979,0.35280361650687136,0.03895046821460882
UO_020,4,0.13347574821863473,0.13028719320160126,0.33990713230309266,0.8361207500990622,0.008267508532349964
UO_102,10,0.024967959694364387,-0.016474098884101167,0.22496053677318065,0.533559838085429,0.006480026899099923
UO_047,4,0.00900261331118055,0.18704739117083435,0.25581466673806424,0.4880216438582148,0.06742538631902417
UO_097,5,0.08017353239345466,-0.02614484464261221,0.09531556180571561,0.5774168683486436,-0.03315340046453472
UO_007,6,0.009755294789064912,-0.04400219413484238,0.17900337757356838,0.5340396394485769,-0.04548479773304451
UO_023,3,0.09554925846310094,0.18089745898356296,0.21362357675440632,0.8181462018834875,-0.02283469226556486
UO_075,9,0.06331735393973309,0.11450722733070275,0.3596118752373789,0.8575565851187352,0.0051159598414281336
UO_033,1,-0.0013074865004294167,0.159577425575957,0.18802673873680592,0.4820719298697638,0.010977920313235967
UO_040,6,0.13512332287894818,0.0648241972622796,0.3589786330119184,0.818361484475973,0.011396473563121606
UO_110,6,0.09444491969380352,-0.04667225194265226,0.28197769855198684,0.7689138777198403,-0.010296019207139233
UO_005,8,0.07281881451074056,0.0493046047393076,0.3500053123149839,0.8584846034068572,-0.022483765634993005
UO_045,5,0.043637904609522216,0.1324405698769428,0.15777422354147094,0.44745018731153274,0.005943779532682001
UO_111,9,0.0029261837939801895,0.017710921141032912,0.32781176015734653,0.6461754900725876,0.009868890456622337
UO_041,9,0.10027812308042475,0.1563413000898794,0.2628492193841909,0.46472675084426673,0.07332709746692545
UO_008,2,0.11832148940494007,0.18832030296758345,0.08651382783342737,0.7944566942906246,-0.08677378351790926
UO_115,5,0.0013892044895131399,0.08628009950966774,0.3284892658103604,0.30319451434263855,0.08337313660433908
UO_081,7,0.0640764961714842,0.21271638942075027,0.22226822761442733,0.6388914977318377,0.016929261760798984
UO_115,2,0.062423851788723214,0.20644496937073537,0.2532549185918923,0.5035220587631508,0.07041676938580324
UO_082,7,0.03948499039739449,0.2134173858375501,0.3936565856339947,0.49361022424669215,0.10504931215981607
UO_050,9,0.11418812221660686,0.14831110979705048,0.12253466024951568,0.6869437943189503,-0.03791817788721312
UO_091,8,-0.0030799367528360176,0.04143669990207395,0.3758339327898901,0.8108906695883964,-0.0014244138576170232
UO_031,10,0.014853268228255296,0.0943753847114716,0.23401074265806615,0.6655172348359958,0.0033306915603223443
UO_004,9,-0.019727529283853854,0.1631531948593274,0.20376259677136754,0.8119037871880335,-0.09322195415128298
UO_066,4,0.04340751597411252,0.01316909597877182,0.18005074018489453,0.458758267128618,-0.0062950414501502985
UO_056,8,0.029500288543063236,0.1716530527763579,0.15897892974224356,0.6117011128589886,0.004868992163307221
UO_005,9,0.1273889772388866,0.11442658512791205,0.3113546657670498,0.5703219234402457,0.042296870269708055
UO_081,10,0.1067877414929463,-0.021194767914931016,0.39650742816954276,0.3069869397018577,0.09926696322028156
UO_054,2,-0.005639726584413779,0.11718589810005016,0.14679471817578083,0.6340872858844442,-0.0213058873719696
UO_103,10,0.10596250556060295,-0.029967158536255017,0.21252019022834748,0.696914594487705,-0.04615757735140918
UO_096,3,0.09481803764132468,-0.04570781448601339,0.10735880387746298,0.6551486426514421,-0.08465699598789823
UO_093,1,0.027893126512056044,0.21688830097218537,0.11251407298475707,0.7417679392700529,-0.04884795321563119
UO_080,1,-0.017371668300216293,0.0969748334813484,0.10483584127424095,0.6428037170718464,-0.13038442869718173
UO_001,10,-0.00042239176391888067,0.11298689651209744,0.23021686900716098,0.34005015291045415,0.010221252298362335
UO_076,6,0.022489984385155082,0.03398133148908006,0.283230061457097,0.3698673144508269,0.06220294450636779
UO_083,1,0.11882580224589186,0.11282341583724805,0.12295462909302061,0.6578847465263715,-0.04096262173011543
UO_073,5,0.059103180404327466,0.0006606076449198264,0.24204706043976082,0.46498751518418413,0.012568078417969907
UO_112,6,0.13612723949803854,0.17369373921535752,0.33579523125879795,0.3477870774208595,0.1135781624480011
UO_061,9,0.11415523810621096,0.1970047481211657,0.10075909315348401,0.5577616460691281,-0.014516597615828308
UO_007,6,0.028808390573481158,0.2067627339757781,0.09110404312967862,0.6325935588501932,-0.019122217637629554
UO_030,4,0.1237115666186872,-0.018004184771620996,0.23679158535094053,0.497247593009764,0.019047903039874758
UO_015,1,-0.0001567771301713046,0.11732632010343784,0.3735050954415744,0.7322602213354668,0.04757424231164303
UO_108,6,-0.013860021522819479,0.19262529095320985,0.26426086852907416,0.6862623648607468,0.0011171893372256326
UO_004,7,0.08345148055526366,-0.011535053536283514,0.11876181918808888,0.49969101665500315,-0.037663802697454896
UO_063,5,0.03809631592953856,-0.02014327754777701,0.08437909000881993,0.7529235173451363,-0.10673177567150981
UO_070,6,0.036002366732650004,0.19508259960100627,0.32878454012584146,0.6892170255198213,0.0504185885714495
UO_038,10,0.09682539164238685,0.18902081166736678,0.3765592357911551,0.6824672272307413,0.05435134338118758
UO_047,8,0.12451765072989361,0.08460794108904036,0.09292734140350663,0.6320566204722409,-0.047931446941631366
UO_060,1,0.03476983590783424,-0.017086649341980557,0.2637082713573937,0.3068338008531317,0.03414616782592009
UO_099,8,0.03525234974382514,0.1048369471950855,0.21038366250635288,0.7179043100861335,-0.0012292300904227747
UO_002,2,0.0707546766797058,0.06844096000139985,0.06117696578223441,0.5256250746654939,-0.08729955842608259
UO_069,2,0.09104121235367475,0.10556422931320379,0.376702345230022,0.8655658260951935,0.028610471012609447
UO_008,8,0.014493985244380229,0.08196856060767478,0.1730886973917666,0.7907908626463233,-0.08509778346100638
UO_051,2,0.13515545599501835,0.12055432401726675,0.37406310209879656,0.6526166817187874,0.04754517848430709
UO_117,8,0.09125080905484205,0.16813891555398813,0.26858587503672493,0.4513091890915617,0.06300585638210508
UO_094,5,0.08627750793257669,0.18245797109525758,0.1186649091822937,0.4222304359665999,0.04257305100635769
UO_112,9,0.1337132581315206,0.14469465947135324,0.24828471853552794,0.5042309026065295,0.041303546110386904
UO_019,9,0.13423506370106109,0.009682184513917808,0.05098617613396745,0.5859407661480112,-0.10409506608578342
UO_094,8,0.003043520506503177,0.06913690768153573,0.2043292502686893,0.47763930602336824,-0.018247178284256222
UO_119,9,0.004662835676577427,-0.02863279137928351,0.28759324657741625,0.6089576972354898,-0.009074318054880445
UO_031,7,0.10953127881982506,0.08550211842255144,0.3229610359333364,0.39922225530791156,0.05601291463199767
UO_080,8,0.14266959074247498,0.24110182381745532,0.27731781299984337,0.8866276876953,0.024780434413016875
UO_102,6,0.09330732534722834,0.1425192122773032,0.2696133541841573,0.3647547329789963,0.050435798777170374
UO_022,9,0.049923889763218904,-0.003616245600950932,0.37595021279661367,0.8591664837926234,-0.021835552362142893
UO_033,2,0.09619043376153673,0.030573297932629764,0.27064903020062947,0.8481468068416169,-0.019637257443978286
UO_114,3,0.018897967980611597,-0.03062790610923596,0.2375165180912713,0.6152162890916988,-0.0404270801990534
UO_086,2,0.14965427096732323,0.004724167045589783,0.1470417867164185,0.7349461631016507,-0.08416035364865891
UO_072,6,0.05328448703603307,0.09635249304333333,0.17014468034743727,0.5616289787835527,-0.01615706180608053
UO_037,3,0.13838662042647823,0.05345691442858981,0.15193202066979603,0.678020746525463,-0.04632881476864236
UO_012,1,0.05323566898684173,0.01118869519263,0.3970727113431,0.5043455624526713,0.09508055950563513
UO_114,4,0.137783762790727,-0.006020475931143181,0.32381641014681234,0.4806954118712672,0.07617973401800417
UO_069,5,0.037066525051585655,0.1468213350931618,0.16841049906005026,0.6469378717017082,-0.015119221241908197
UO_064,4,0.10929230739148714,0.11743071306185533,0.23060372113708863,0.5988778045103881,0.018241626686630052
UO_025,6,0.14167034210953275,0.20279209366446038,0.398140283516079,0.6477218214899887,0.09422773173628096
UO_054,3,0.0898167152932806,0.004975865718326027,0.11842687514886219,0.47199634877221386,-0.03255130154842608
UO_029,10,0.09518608838172893,0.20439563797847382,0.12951664934838197,0.5201746990901972,-0.026505064778595405
UO_013,6,-0.002509338295251306,0.12337335176795684,0.2080532929522532,0.35033877637734556,0.03738530237129211
UO_117,10,0.06061739101786315,0.029866958193914675,0.37673783597830474,0.33136582336332343,
UO_026,1,0.13074841903475387,0.03206594217055336,0.13171973266359552,0.45207427780380977,-0.006876472872704712
UO_022,6,0.020954672159222084,0.06711411704315572,0.19570024429402266,0.34454811559832743,0.028027465888671034
UO_093,8,0.11402171229471321,0.08803816500003826,0.1263140079947143,0.3622648251808444,0.008772663003222924
UO_076,10,0.09487068058666998,-0.025248474578935202,0.13688855266145583,0.7877570432363622,-0.07020958396705204
UO_112,8,0.017907614005891363,0.20259974969989836,0.11894927481475709,0.32332421821001356,0.0055173775479465045
UO_110,1,0.028074504895553947,-0.013537679202741786,0.21869717675838143,0.6953656763608456,-0.0585663436249218
UO_107,7,0.05268535302051851,0.09503795290896448,0.35088641863226977,0.4635346492892403,0.07062459260825374
UO_092,10,0.0012719666385233586,0.06489046995727653,0.16509488431710898,0.822927408424876,-0.062205784115250504
UO_073,10,0.1352731205168952,0.10368612529358283,0.18283417523181036,0.5909953707464998,0.003347680054713246
UO_119,4,0.10569079286224943,0.2162447551204516,0.1402113844803195,0.48334587559669545,0.023454805338754495
UO_010,6,0.04204389700060854,0.24672650195683188,0.34054164788224267,0.6105833614136608,0.0892643279327625
UO_048,6,0.0309431342018435,-0.0439185881951725,0.3317586800348988,0.5291748114271613,0.013832216888892272
UO_115,5,0.09722840795310414,0.06797182951755824,0.08835666897323508,0.6385806388018982,-0.04183020534097376
UO_042,10,0.05211755673196597,0.19528315927517303,0.1375077705417753,0.36871972099580896,0.03869529847297179
UO_090,9,0.018987217223862356,0.0479808640785931,0.08212002895488707,0.8981943016875307,-0.1086472184443017
UO_117,10,0.053125628005538744,0.1447108527755565,0.1344496375926278,0.5553335266180306,-0.02530067404391222
UO_100,8,0.12812048714783728,0.24767776112993817,0.1909956429033943,0.5089383838244212,0.043881264402967975
UO_059,6,-0.008336871788206213,0.14403138664478315,0.17105354204024426,0.7261259089897589,-0.046821762585279425
UO_053,4,0.04262090203792504,-0.016642586713019332,0.08880522662099652,0.5183396438971994,-0.06416623470288012
UO_040,4,0.1435977019129181,0.2028795870861957,0.19741763592082087,0.7999645830172545,0.0036230229615225387
UO_075,9,-0.017478586782721246,0.2399972311877589,0.17866303648506437,0.5725624346162553,-0.0028726200620624136
UO_062,4,0.13140885398030716,0.16375252638966026,0.34523314939873984,0.731735047959261,0.02957172974047429
UO_006,7,0.0437217287581171,0.07572042995292107,0.23412757295936418,0.36447192986513194,0.07173573225843431
UO_004,6,0.0122180947778277,0.23452005260362735,0.14926101081466547,0.807671511333067,-0.014177778370771783
UO_117,2,-0.017453442929810707,0.2405716045147595,0.3051700555892721,0.7414307920668659,-0.012945202434615395
UO_091,5,-0.00801112376220467,0.2305350230497472,0.3292110368164128,0.42703006707717933,0.10038682710280486
UO_055,3,0.009213371918112674,0.07354570069302417,0.29016061712145463,0.387171605847472,0.07012450395708443
UO_088,9,-0.015680429475471706,0.18691230219065408,0.31547478020250835,0.48977540923537466,0.06734833573811919
UO_069,10,0.03709447757530078,0.146253807710218,0.3247805770372615,0.8856423516191427,0.020931057936106612
UO_114,1,-0.012368170556348486,0.003911999765676043,0.2513022049961696,0.45409894474023516,-0.01882805070187506
UO_118,10,0.09767673051356114,0.11065447050314618,0.08225652014076311,0.5736763253679801,-0.0514405385691445
UO_003,4,0.11921420930136815,0.17430730273859107,0.22252912364144858,0.3180121354304018,0.08624977278928748
UO_007,4,0.13086886700708558,0.2187736827895928,0.334227866714637,0.5383365177397396,0.1143497866069408
UO_088,9,0.07335179076478698,0.20877951112196608,0.37305991571669406,0.6427920092598617,0.10123809764437039
UO_086,1,0.1409066220005771,-0.0036024499443553723,0.15634534920172616,0.8718747675047791,-0.10849367414180416
UO_012,2,-0.019040273404839637,0.09640997394556323,0.26602043244726425,0.6100416269640387,-0.03565302099466679
UO_099,1,0.0027831147679008537,0.09348058883823547,0.11235916869512436,0.7914643957066128,-0.07850519726492555
UO_017,1,0.02983821672425557,0.21962111856937666,0.16917123097573047,0.6282765855413404,-0.0057636611015270695
UO_067,1,0.11413415513222024,-0.04941880725893995,0.12131549231052112,0.3244710080613109,-0.00013744995704871588
UO_075,3,0.1305161538227557,0.17161406128807827,0.3048188862035431,0.48900496511386443,0.10062920541702919
UO_070,4,0.08508285672203321,0.13559245496387956,0.1576743771386297,0.645329704698662,-0.03805994661863439
UO_107,10,0.04515017854955354,0.22647144195296987,0.3075783053571985,0.8703563795586746,-0.0015123154069293081
UO_036,2,0.09319375260963085,0.0870752050995214,0.07132603219239797,0.8154782158507401,-0.08803760641055042
UO_017,1,0.010752893244142237,0.14730167496265018,0.17726900146331895,0.4370133685073086,-0.003900499166989476
UO_086,5,0.05783858886931344,0.24182410912646268,0.2864208699386302,0.4320658980114981,0.07724054366605262
UO_001,6,0.06628249671495928,0.1731711288747726,0.3056708481977046,0.42070378026834043,0.08811533515777276
UO_108,2,-0.0021718924280935206,-0.02978480776106979,0.33317569522492474,0.8534993377815019,-0.03335012011024825
UO_120,3,-0.014241647762326932,0.0002600652918023569,0.1568756643871954,0.8115996918610324,-0.13129188510161252
UO_067,10,0.10751793454952481,0.19643533088792436,0.3234495354507254,0.7649300593517694,0.05052570345964005
UO_080,3,0.07090008107755044,0.050438662292097675,0.19164385692537886,0.5356410685345365,0.002533298185775204
UO_099,2,0.03648057931924903,0.16177543317948245,0.307377740576125,0.6026284225792602,0.025231389460996175
UO_078,4,0.05432886738239551,0.15994712000314837,0.16831086932214603,0.5785990468770917,0.03944422527456719
UO_049,5,0.14280958025136034,0.2481101570164615,0.1147710950108114,0.4520388645356236,0.014673736315279198
UO_051,8,0.04543534122537159,0.09096181709090224,0.12769116489937155,0.6030168276892602,-0.027557133000480183
UO_071,6,-0.002408531468858579,0.1713497081517769,0.1337020341742264,0.3182979287116527,0.029160346909258776
UO_090,9,0.05881237052576842,-0.0353741368141693,0.3342971580077118,0.3790862240984754,0.05431722492219897
UO_120,3,0.09016822349127165,0.08877730620792655,0.36906526855541844,0.8319537577013677,0.01882930140156742
UO_043,10,-0.017940770263018442,0.006004463445139281,0.15536791002941508,0.751007860218854,-0.07976845327341514
UO_112,9,0.03649789520258069,0.20217146551395304,0.271078475171977,0.5537210454354522,0.10251471517178345
UO_031,4,0.04689745142217645,0.20197249960482128,0.2486788207588284,0.6102902173703264,-0.0017833792330511737
UO_024,8,0.05883152377987076,0.020909326211708587,0.38909781752231326,0.5219993315759865,0.012965246966218993
UO_083,10,0.0312863129246574,0.04548554593494046,0.3091482427537329,0.7444679202964035,-0.03008276348261862
UO_037,7,0.09337678393919845,0.16074333533810564,0.38821325864393763,0.7705123075392478,0.05140434612564908
UO_065,7,0.14060056803338808,0.1714797770236801,0.0922849795895634,0.7579711141218954,-0.038954365710068384
UO_089,9,0.1353796899267516,0.14728948063431213,0.31481116087351435,0.7335670349006698,0.03767421197413131
UO_063,10,0.09294688051753283,0.2490083912578484,0.2049319906494472,0.4227026032156775,0.06277949992796687
UO_056,2,0.0661702912445225,0.2106049635955336,0.3863572377686044,0.5027819875442873,0.14007491687708193
UO_074,5,0.12038857149508207,0.07511766422575673,0.1666034130430198,0.581907260990205,-0.026456491818445636
UO_018,3,0.12210932193595579,0.048093016462565086,0.28694042898606725,0.4984757948565934,0.08237184158914487
UO_106,7,0.12102741897934811,0.12905492439882416,0.08572828456481703,0.7529641200949975,-0.05387435972485642
UO_065,3,0.006833809437797947,0.19529090075005112,0.08915863387308738,0.49761211454997273,0.006558156436419736
UO_029,5,-0.01567650196847017,0.09260304212096583,0.2861482835733883,0.3829392520712023,0.03439838340229903
UO_077,5,0.1471428796571787,0.17130778204949182,0.08466368650833629,0.5394242712289825,-0.017373188568815298
UO_004,2,0.1431412132725656,-0.04425198814818729,0.051344814275427524,0.8879486596694284,-0.1664989617118497
UO_012,1,0.07594433835108971,0.22775203248943127,0.11110451755661821,0.4355288477601455,0.024079216414172464
UO_056,6,0.14882083184195133,0.18215041825463574,0.10429502828566983,0.6672951953659375,-0.01912812803634339
UO_048,1,0.11099299761053628,0.06825702602923987,0.3128469423618185,0.5597838299038238,0.08920213037769342
UO_019,9,0.06795463118708657,0.06520369765578762,0.19815416039978526,0.34261474058959596,0.03898664550272203
UO_026,10,0.0461862814143478,-0.019133957675448402,0.3764604301114213,0.5927259635988358,0.007104056126465311
UO_108,5,0.08078674561389806,0.19484611716475853,0.3667787221124156,0.7212985971889876,0.07646221155116127
UO_038,1,0.06768635728313147,0.1805888527771553,0.05038758578834844,0.6079319854966914,-0.07004295582205881
UO_080,8,0.1489464295392033,0.13907491226068486,0.28567626270093116,0.8232636382479489,-0.018167962558982818
UO_108,1,0.06337825372157029,-0.019563058356789648,0.13813563078290375,0.4733622099945496,-0.016615549497518287
UO_025,4,0.12210658465181672,0.028702409691121228,0.11766723144061433,0.35174950278237893,-0.008478605231687896
UO_056,7,0.11831604993350102,0.08767434197938549,0.09969185514746975,0.8619393669948037,-0.10329107289012521
UO_074,4,-0.007860933504015686,0.029791583129267774,0.0508300959092452,0.5269178097169314,-0.052615637772485915
UO_101,5,-0.005208849557192703,0.08019217694587107,0.31547623016009635,0.64584333087218,0.022289697129551252
UO_028,7,0.09216771951623734,0.017787262191295672,0.3858772105991051,0.7752018756781177,0.0332418190242906
UO_061,4,0.02404836114500122,0.054880151141805,0.25608296870189495,0.4945881983253484,-0.008227436781273995
UO_092,5,0.09177959589850809,0.14568906507898827,0.3544717655598686,0.7296987229065668,0.05745358318737651
UO_089,7,0.004586402033300099,0.2177083242339085,0.39215093879328083,0.38125130989069683,0.1195204846260334
UO_089,1,0.04750159862498665,0.06550920436984757,0.2738506105004799,0.4747762483233031,0.02830491522693058
UO_051,3,-0.0025800547246507266,0.15757246934822722,0.1256916121236673,0.38682638168191197,0.012079748046944732
UO_012,1,0.027955823058658683,-0.009562074085243913,0.20183675807122525,0.7867383350408148,-0.07276791188042721
UO_008,3,-0.004989239681695885,0.11224539335672844,0.29052770377637616,0.43358954113607123,0.02167879202650397
UO_100,2,0.1449983713836054,0.2265112676663541,0.17098029807754808,0.7304421332431262,0.015645667918593398
UO_103,5,0.04715993386708675,-0.04161925866278498,0.3187936368919163,0.8659790383473915,-0.023619309180131755
UO_058,10,0.1332020905426916,0.030267208518042557,0.3949664938747703,0.6166633254413263,0.055600839868332204
UO_088,5,0.1450992007349042,-0.01025193989595672,0.13247631474725058,0.6240175153564127,-0.0326652939065306
UO_023,10,0.1346256522216872,0.10993644384892441,0.18168992029759673,0.5766201408586873,0.024534373395108406
UO_037,9,0.057343142942255496,0.15389273922139757,0.13319408142466405,0.49553408603618565,-0.04095539331943159
UO_011,8,0.11241254058894971,-0.032666242381067204,0.386371694159317,0.5853930185549503,0.043114642254533715
UO_017,3,0.006128912238354409,-0.028914673807834617,0.10700813025927178,0.6616845193600557,-0.13763870663535366
UO_092,1,-0.003878455650734504,0.2108887578246716,0.18316582998729378,0.8915949433023957,-0.050969721566363035
UO_056,5,0.12907324953122376,0.08686994457025247,0.20281162725057597,0.8626587355909345,-0.03928833546602877
UO_053,3,-0.014709575230447774,0.08888547989159436,0.18138508315991397,0.817291774975873,-0.08917477148036838
UO_067,5,0.14529564965251887,0.23337411848743506,0.09744836359607256,0.8334783214229151,-0.05498709536805418
UO_002,9,0.09426275961089918,0.04606288307947953,0.1945722227043826,0.5807095099752257,-0.017610434086322697
UO_115,1,0.05133421363810349,0.21910709410983709,0.19666736703913726,0.6944665963064789,-0.04694493958282858
UO_029,1,0.004033805484779385,0.24227642337287908,0.053262295026981994,0.8370400337617285,-0.07083453076515865
UO_057,9,0.10294929566230107,0.02250825929512909,0.13514444152600125,0.5357704589948118,-0.02290130584118387
UO_034,3,0.07572899824856996,0.10421165476376289,0.24519716809210274,0.8770574870072814,-0.04422990771512835
UO_078,10,0.10089159126591676,0.11030684587007751,0.15241104998847532,0.5494716372415098,-0.00944597629173856
UO_097,5,0.05104677495691656,0.20985043353761917,0.263769334907874,0.6606495992359294,0.039711869150468176
UO_112,9,-0.008735785879645014,0.04117244091454647,0.31989358813077545,0.7258828279634232,-0.042468398493596606
UO_111,5,0.03354527409362358,0.1894127330060244,0.19110184308928424,0.870355207845563,-0.07054612281921888
UO_082,3,0.03355352804649743,0.24130221738340352,0.07513626566011712,0.44676976443135963,-6.895073235242688e-05
UO_093,9,-0.018524543082597655,0.20210099582328978,0.07480116799458816,0.7476785869431855,-0.06058850234629122
UO_002,7,-0.018371227433183004,0.22274208503701526,0.2803331526630784,0.6124893516864494,-0.01769087260928564
