Unidad_ID,Sector,Periodo_ID,IngRsos,Gastos,Activos,Pasivos,EBIT
UO_041,Finanzas,9,32079.30882340896,20079.62305173931,31649.78060080297,20655.174792823684,11915.872322280506
UO_103,Operaciones,5,32712.61209556366,23926.466551139743,48100.114508086255,21708.02367385567,10333.618267592334
UO_098,Operaciones,7,13978.927171437977,12320.119048173392,39617.09791399523,16727.544523957684,1521.9076266477412
UO_115,Finanzas,10,44417.87046827939,33389.5920011151,9364.816719983197,4722.029987461846,10656.42070218056
UO_040,Tecnología,7,10927.900411330833,10370.728556184264,15487.590254244957,9074.81049935876,621.1255585231893
UO_107,Tecnología,4,29537.8729252535,23502.421495904637,14660.340134849557,7002.354688076075,6146.563108366034
UO_064,Tecnología,5,65856.13129798013,46916.35269096543,24186.56810438415,14728.596816875117,19296.05967964562
UO_089,Comercial,2,13423.092685423846,9087.95676631017,27222.854351831324,10867.969310256896,3560.6034779210013
UO_100,Operaciones,8,16594.907251543296,11992.843865610068,10901.595085003277,9665.656042406903,4415.403074123358
UO_016,Industrial,1,23151.75073932882,16909.729567262835,18782.917804583703,6851.158168377364,5669.5872135603495
UO_082,Finanzas,2,17124.443614560096,10686.505393642616,5367.103200509969,4611.235184934285,7723.813689845864
UO_077,Industrial,3,10144.310490172693,7398.762693953381,42837.407355364805,36332.410261826255,2535.079670826485
UO_059,Comercial,7,22794.657958017207,17380.55016874747,13260.90425481683,8158.32430564873,6246.790062859607
UO_101,Finanzas,6,12949.962134375319,11045.776564226808,18648.4509736007,13705.607490837076,2038.4182642434923
UO_091,Industrial,7,27911.559899641452,23162.55646251861,14976.089450264642,8411.005824123267,4446.8080293082
UO_098,Comercial,5,13908.951197243072,11795.736136448353,35868.56431339161,24319.63075256236,2150.0140624117325
UO_011,Comercial,4,47808.905206019874,28825.29358952031,3286.229490963826,1657.3952609687062,21569.451971074926
UO_001,Comercial,7,14888.931355560231,10067.651053080404,17854.90955708186,8582.77310346569,5560.610712036487
UO_013,Finanzas,3,18750.37895067823,15592.618274029448,16924.35090012365,10949.003551258884,2728.802729826916
UO_030,Industrial,10,33082.463213525334,25453.524092105545,13736.587430783058,8226.537322012351,7139.384425754396
UO_069,Industrial,7,11903.262983206158,7164.09448430601,50804.28230627563,32907.042274912455,4426.806453427833
UO_018,Logística,2,24679.543159726287,21756.821983218426,10589.331644796068,4998.125872281806,2387.331027547536
UO_078,Comercial,8,42343.549614817195,36859.3549471891,28654.841806370212,14905.523714105828,5699.696667123892
UO_013,Tecnología,6,9860.166981723787,7808.726772117074,22331.45883058735,7823.575961429041,2342.597059159897
UO_032,Operaciones,3,24156.697003375,15055.955249939903,38442.21760748594,12738.437089416628,8669.637388078128
UO_071,Logística,3,25082.89445863454,21778.982306114016,12084.592210590878,5463.133296156416,3621.135222790511
UO_072,Logística,5,32562.33189304132,26189.875586790087,11616.928428026029,4002.590798917008,6697.962428635601
UO_050,Finanzas,3,11867.094068845521,10368.113853759342,34809.37216139602,12610.211120703083,1424.4201809994038
UO_071,Logística,6,11381.809401979192,9823.76998627371,23276.34260712122,18336.10282954237,1334.3422235965897
UO_116,Industrial,2,28594.531802429083,25193.232980862635,7136.927153176055,2307.5413922224657,3686.0880110755065
UO_113,Finanzas,8,25552.548509253476,19964.278291298153,13048.350304634763,9073.374934975598,6380.832607522776
UO_080,Finanzas,9,24965.406988694762,16205.384740734618,22738.83631037416,10540.23851437473,9411.258043288306
UO_107,Tecnología,7,26192.387779033845,21868.158548665393,29811.7691643826,24532.921939006003,3490.307649597976
UO_031,Comercial,3,15677.590879494735,12811.191481420563,11997.596392523266,7090.523928066156,2541.0434537898072
UO_051,Logística,10,24738.768043840057,21270.111126075757,3138.3309911542783,1516.8993408317097,2871.326426296409
UO_027,Comercial,4,25502.614024295654,16817.91181915722,24684.576921221054,,8929.215130818733
UO_060,Comercial,10,15410.806929911927,10298.137964571675,8671.591231969769,4588.787654951027,5637.183152904204
UO_033,Comercial,2,55987.69735946672,51040.81091730265,5375.445434658376,3432.655379508893,4176.318226249446
UO_053,Finanzas,9,27914.916330815067,24076.398421304493,3296.460002015396,,4358.0042230355675
UO_093,Comercial,5,12141.058493714816,11144.034418667978,29389.375666211497,26397.369753545343,1019.161590183459
UO_072,Logística,2,30585.361903443147,26473.17107988585,19480.523883589307,10818.188028640423,4424.666354953073
UO_033,Finanzas,10,13529.92482376081,10945.76813361202,15750.165806144967,8015.863930346082,3071.427186481005
UO_041,Logística,6,32648.11181259125,27063.536646121578,41498.58535380474,30133.19801182056,4654.589240725231
UO_019,Finanzas,7,39312.49905889436,35821.343670931536,26433.69523085064,13701.63217284622,4051.4495518024382
UO_085,Operaciones,2,14612.883364606601,11728.042476779276,47561.554040229064,38047.55874544446,2453.3871956417556
UO_041,Operaciones,1,35656.547323649815,29286.040308233143,7819.3656920415615,4477.075057790136,6097.744346112836
UO_085,Operaciones,7,27075.6604105987,17728.244894996933,17663.746992405308,12925.18275262795,10661.432924749093
UO_089,Operaciones,1,33224.076238756905,25445.40390515987,6836.095231582803,2491.56482179681,9042.719770284808
UO_042,Finanzas,3,56862.79224265354,48375.39439477075,15714.99452576011,12692.553379211544,8509.029419216577
UO_120,Comercial,4,19483.163123126684,13537.485149787257,15534.684113167728,11517.893146534507,6169.484323332735
UO_023,Tecnología,2,15110.300126178656,10135.822555032208,26264.360427978467,11215.67159529886,5388.647270128224
UO_075,Industrial,7,14118.521348284752,10021.882481024017,18533.558275888558,7175.667519743478,4641.915705101262
UO_033,Tecnología,5,14648.523985366397,10027.284100791761,26213.879017123843,12838.913323258432,3921.604812895218
UO_020,Operaciones,1,21193.485915206733,14310.253330234817,27503.37710363209,24358.15557552881,7736.944251373165
UO_025,Comercial,8,26123.11901915697,19558.321608265447,65706.7675771179,29837.37381906114,6515.630099434218
UO_090,Logística,10,25294.579421987826,23213.935340310953,14925.433854676008,8562.368048273378,2039.5500503480084
UO_104,Comercial,7,33309.29028239276,25897.00310673328,10253.622939221257,3260.776526799905,7186.656418724617
UO_052,Logística,4,22170.125112947993,14760.251491650784,20903.046004795746,11252.872996375318,7437.176294307203
UO_012,Tecnología,2,45559.16266125389,28562.86527872336,11143.726621605156,7163.098425744189,20021.982004832316
UO_032,Comercial,7,19296.35666774518,16279.461046205504,43878.356578776526,38256.43194061258,3075.0659219710114
UO_033,Comercial,2,85826.62768389178,62994.99107193255,15215.488626947656,9282.081437035975,26970.350561689735
UO_074,Industrial,6,30116.656623670682,26732.774121558534,12844.284164649716,,2951.138249007231
UO_068,Tecnología,1,14348.794659293366,11921.39140376272,13591.64530721925,8539.312505508693,2645.030617410598
UO_015,Comercial,7,12894.469158000062,11330.170284014454,27751.64659255798,9004.60474524853,1759.6732574493878
UO_051,Logística,7,28035.762536124297,19489.93262599587,16405.17003322539,8022.209599784396,9158.151719963553
UO_006,Comercial,4,19697.925553665784,16592.067411068434,12271.072079393534,7918.887321331026,3238.6923164640198
UO_091,Logística,4,31476.61748306119,21795.092819244463,48982.14635395508,42631.92356364148,9932.519279263297
UO_069,Operaciones,10,27906.608743508423,25916.141069888286,10789.169604969915,8798.3327799719,2277.83585681894
UO_069,Comercial,5,21238.812044247705,17473.829040896802,18422.714103461185,8050.972347400674,4249.380591914901
UO_082,Logística,2,14423.341935627916,10292.195791003041,26672.37570378632,11524.223960556501,3506.9939473144354
UO_092,Tecnología,9,10327.61224386789,7170.762249427793,6776.384192594728,2850.850446375228,3597.025571704023
UO_035,Operaciones,10,17619.16526304596,11748.88762724778,24056.39875977534,20532.120410875996,5668.501211193369
UO_086,Comercial,4,33799.43607504751,28497.12708486189,9575.235362739786,7771.258069896471,4779.9187851358465
UO_034,Industrial,9,24515.157337278903,16585.7410850346,29544.996003171225,22599.855546253555,9102.235809355794
UO_063,Logística,3,11815.064049560324,9550.779605282198,10121.42145389171,5421.4490026509375,2202.718368763723
UO_068,Industrial,9,24018.75981436196,16635.927691182755,27327.84484629489,16468.536032213455,8293.474019295849
UO_018,Comercial,1,26706.404642242785,22211.426460437906,35013.880227253096,20258.99772695729,4069.579940943952
UO_105,Logística,7,14158.512069649603,12533.524135692129,30238.218465487134,13668.84994071893,1302.5443871258774
UO_115,Comercial,4,23786.240279906677,20748.94754998904,20968.780945468603,12644.527766247484,3031.776025764099
UO_026,Operaciones,7,22676.952044153266,19644.997426978593,15696.914356883226,4996.295326960135,2547.118703939643
UO_106,Operaciones,10,12438.04066512306,8280.039019588072,12760.991456068225,4837.516066833809,4581.079902197833
UO_086,Comercial,6,26341.30925899475,16619.646883222522,43591.64639303993,36266.234021078846,8850.893605902655
UO_111,Comercial,4,29155.30786466023,24625.5086154638,11852.603983898167,8901.398755968827,4427.689686114623
UO_097,Finanzas,4,37855.27524660717,27593.524955541412,9679.44995531398,5359.715148496598,8566.646917616905
UO_061,Comercial,8,37305.68571367915,28028.551782801947,26882.246358223354,16405.971973362797,8485.45764084967
UO_107,Comercial,7,11060.829983994132,6757.085177236652,11184.87745964419,5838.498557693586,4788.329675788271
UO_078,Industrial,4,13781.5701202871,9521.021935212992,10198.152970180734,7592.197732575041,3666.777589233128
UO_095,Industrial,6,28495.960905648797,17433.451064276625,7584.313974719784,5843.807261763505,11713.69147865976
UO_074,Operaciones,6,28478.166229850794,25850.05924058082,13497.423526502911,10230.657148158494,3066.92290977297
UO_115,Industrial,1,28496.137853255,19525.2356152601,17160.59396284105,12588.446030455643,9616.221434228615
UO_088,Comercial,2,151201.05879679564,120215.1248292642,20865.555925509943,8819.924807255358,34840.85297828305
UO_085,Tecnología,4,29303.0022418065,17981.575237334917,31913.479251042398,16045.522527292469,9550.627342266313
UO_048,Comercial,6,38862.413170518346,32387.802497221986,24739.062575939613,14395.840143030306,5829.0449213442835
UO_072,Finanzas,6,35489.809635914586,25306.348434351392,16082.333787946995,8016.654118095927,11790.569639283727
UO_096,Logística,1,30506.517419491694,27891.246013071963,16011.821852435027,12056.327352236593,2840.2952306820353
UO_031,Operaciones,8,18814.166037065825,17136.720695739597,24491.82044371418,12187.426560174865,1771.082907694575
UO_034,Industrial,2,32192.365599770277,22980.575439229022,38697.957419115206,14818.96687075921,9815.224083913188
UO_087,Tecnología,5,14966.765561772432,13699.624014206767,19453.621356097385,10493.755522777403,1223.653530606189
UO_089,Logística,4,19566.822799152444,18562.16791656976,13609.474552925736,12084.5146880756,821.6295210685918
UO_007,Tecnología,5,17280.22781631124,15360.316441511524,9939.583519724045,4328.975357561145,2138.3523956345803
UO_083,Operaciones,5,22946.87566667983,20553.630619955708,7577.031970622583,5056.117029130551,2564.3268736666946
UO_007,Industrial,10,70075.55410650207,48152.63126997272,26896.778585319298,15056.38172856519,21684.440582627427
UO_047,Finanzas,8,8659.111548176008,6943.272569539106,25509.012859851126,8739.76382367456,1990.2082306904024
UO_008,Operaciones,10,31043.045821855714,19356.567439791354,25499.60179300498,15114.276044145476,10920.59176875963
UO_078,Tecnología,7,9834.403363877194,6227.353465336276,16693.99465421621,12041.354925566611,3310.2932058998013
UO_001,Tecnología,9,17396.66964386173,16520.09345975009,41946.943451443454,25500.888617953457,1007.2899361472323
UO_077,Operaciones,1,37967.1009211206,27120.801424385783,13487.638836760263,11103.882620125587,12134.786316874348
UO_003,Comercial,6,22745.895932814874,19603.877250413207,31989.453275762455,15142.5982991323,3160.8454203680426
UO_053,Operaciones,6,12850.36649637529,11338.299447749583,17619.372096341966,6197.605374226008,1288.7255155585192
UO_092,Industrial,2,15403.470888391514,13867.87029981772,12518.834398921204,10790.476197318916,1360.5860221259018
UO_038,Industrial,8,30939.80663613251,29367.133297404394,25732.708974222263,13559.022650780418,1670.9515768397173
UO_051,Finanzas,6,15287.896014761232,10464.928212944798,23058.313854200675,14892.0582238931,4601.190838443487
UO_015,Operaciones,10,24544.16176080863,15073.129084054575,22341.10771027333,17318.86860173074,10745.732114002114
UO_100,Logística,9,22534.120810231005,16763.5162560599,18934.994563721095,9365.024846571083,6809.209524580914
UO_117,Industrial,10,15901.994589117421,10265.186491189492,17628.358292882596,12863.390533255817,6325.93477609411
UO_067,Industrial,5,64342.267630532835,39110.38697513086,75585.76083786307,28817.17032852023,23995.976946328443
UO_064,Industrial,7,30241.169731996793,21959.606938640838,36700.8056866977,17424.670834372882,9237.872709863854
UO_068,Comercial,6,8001.855303174893,6996.089210138524,27825.16586107774,10763.508229739766,946.0001219718042
UO_005,Logística,5,24178.69511837164,19298.54568128695,19284.934899344014,15172.197574080414,4230.308909366258
UO_114,Operaciones,6,15821.210692297946,11224.710678902373,33001.038853361104,14308.9052934425,3738.5967573617527
UO_090,Comercial,4,33732.48731972523,27964.8965829015,24607.261611852216,17974.18066503302,5503.935045282409
UO_089,Industrial,3,14820.099767591357,10095.546263579865,18319.527596243886,15864.326890773782,5487.208512955264
UO_010,Logística,1,20798.409143244782,12583.734405764426,15030.870594277363,9268.986644945324,7357.018623997561
UO_008,Logística,1,28353.15639067604,24597.03472058682,17179.1135668953,10720.067764039644,3315.172765651963
UO_012,Comercial,6,33957.92703143711,27788.113975623695,2691.205621100613,1551.8033643187264,7329.295621682487
UO_064,Industrial,9,12086.589322296071,10476.727159955693,20462.730857164537,10139.980633109482,1303.9909999447252
UO_118,Comercial,8,18634.116166006723,11434.421133785188,13452.420772679061,7874.953202989912,8022.712763616534
UO_059,Tecnología,2,17370.477424213557,15511.695113337573,46891.98287401364,31027.69914983168,1725.9685642920383
UO_067,Industrial,9,15888.254169172116,12978.068907226625,18244.271922560692,16266.50059038899,2371.7869693894054
UO_091,Comercial,8,53248.61746524048,42449.17870827162,8836.286147351186,7622.699435193664,12604.25193516863
UO_050,Operaciones,9,26970.281550650176,22078.2747887392,17502.025700434413,14304.261650381388,4186.857898982496
UO_023,Industrial,4,11725.931348086287,10583.25852657539,9627.00403549034,,1166.3395336031592
UO_040,Finanzas,9,34854.271384993735,28072.598330873745,23957.68550866133,13912.455811875287,6168.756856853262
UO_097,Industrial,2,63645.13061251639,51128.2103500908,21473.360913412886,14912.53186479843,10339.941452592418
UO_078,Tecnología,1,36909.80933271638,34943.90817864759,32038.82663603054,26817.780529109168,1611.9779921268826
UO_118,Comercial,9,10304.28407158268,8911.717355403369,11220.19911083845,6011.451227627095,1178.4215379958662
UO_087,Finanzas,10,17289.989364743393,13050.532936165739,18405.500842271358,16142.682315832917,3512.5880811908128
UO_095,Tecnología,8,41500.28503852152,35175.18302097944,7950.474749185059,4368.560377281997,6984.324682406888
UO_077,Operaciones,7,15462.380173663847,11383.878439163836,27471.29359455705,18148.89910373667,4054.9544268910277
UO_076,Industrial,8,27499.131850211037,18702.33589216574,24620.20455675079,17871.38370869222,8243.977471726
UO_099,Finanzas,1,32445.49964579642,26245.104863532004,24281.815421385032,21133.804507947167,5997.936788789191
UO_018,Comercial,9,13856.847090404037,12815.695346207818,18051.27175850954,8064.762431235763,1219.7912009597032
UO_021,Comercial,10,21380.558824702628,19781.268052237872,23129.490665609388,17293.424897578425,1862.0554060188717
UO_109,Operaciones,9,4356.24762783359,3135.046996541943,47221.44752038808,28922.633777458188,1326.5543327638275
UO_111,Tecnología,9,13197.809915715325,10356.151363029272,15198.369719328837,7008.489344149624,3278.91293983323
