Unidad_ID,Periodo_ID,Plantilla,Costes_fij,CostesVariables,Crecimiento_Ingresos
UO_005,6,466,4103.125747620221,8535.40221696195,0.25114857107055355
UO_113,9,331,7856.645823773041,9097.529583828984,0.2699267578471304
UO_066,2,410,4882.097521421583,5942.338952444944,0.10366392540737898
UO_116,1,337,10601.799244189911,22029.44233462254,0.1620370780497242
UO_010,4,140,3489.34383702775,6638.667633610009,-0.09617888935321238
UO_031,5,336,3056.034613589325,5945.704833760813,0.1291134270769736
UO_033,10,157,8329.530219359376,10189.846755662105,0.08927935242957585
UO_108,7,250,4294.011446539637,3619.9339736609522,0.28492241787791983
UO_120,8,325,4697.03163171519,5699.538733968595,0.2606837194410908
UO_111,1,167,2444.809777964119,3550.591307676556,0.2190415717733543
UO_006,6,303,1736.0280284447676,2311.3985548828764,-0.07720232619189332
UO_014,1,161,3829.244495909631,4995.8768048886905,0.0608115369133333
UO_078,8,351,13326.629300066697,12973.410391344034,0.17841688887782406
UO_015,1,27,4940.606057859246,8326.092086433617,-0.08813570257428759
UO_097,4,410,7565.58544899898,7499.183176986744,-0.00567448329887954
UO_095,3,24,5114.615830162039,4316.021665082273,0.25500287604725147
UO_081,2,276,1468.6400867992818,2331.8304276474,-0.04808769308023031
UO_043,8,386,3217.8313002238106,5783.345523710505,-0.07945059826454233
UO_079,6,348,4094.7595641611115,6949.16510775165,0.1322343025138677
UO_020,4,265,16342.27140278521,11642.379438561413,0.27858584617111215
UO_112,3,485,5842.744726245679,10153.835064581148,0.23384989596345548
UO_021,6,254,2206.100752023064,3591.037871359461,0.2899090018883822
UO_064,6,381,3855.784403495551,9655.664267830987,0.20140926147849977
UO_029,5,29,4824.527060013574,6031.765358224756,0.07494790963382864
UO_059,3,261,3231.5356561981316,5007.992039456414,0.27864657583594965
UO_073,10,461,5426.464365335508,13744.119700379955,0.07065331138132472
UO_064,9,340,12625.07156052736,11346.749805031155,0.040037846537697735
UO_093,6,207,6112.803414963368,8434.67840428976,0.07927836710697353
UO_044,5,423,2585.109350206721,4944.26009099146,0.2255895817529858
UO_034,7,333,5274.5827002482565,7790.092114431416,0.26707741993955536
UO_047,1,446,7855.833027493104,8626.675442456546,0.04307284398387021
UO_009,7,432,7360.7476240249125,14100.303604305975,0.08489898261290502
UO_060,1,21,3274.906935391998,8946.58044039446,0.2593309293217533
UO_112,9,173,3623.027809948596,10414.331292814162,-0.08118253418853244
UO_030,6,222,2021.897712460679,4469.963119252103,0.21354747764554058
UO_017,7,236,3614.379867148406,4087.1515875355144,0.08168710329373563
UO_052,7,334,9826.342309109892,14226.359888642652,0.0506073404198685
UO_059,1,124,14603.719739788376,11833.690992263097,0.07876851673473562
UO_119,2,20,6320.088513954927,10360.291263294414,0.06747627020063193
UO_004,10,273,10692.282784644365,14718.533449230525,0.20264744727512238
UO_040,3,306,7445.585748290974,9388.314002527268,0.27117900889766233
UO_096,8,313,5646.81793214012,4390.978150083491,0.09658233017863146
UO_096,9,297,8252.97524854869,7437.280792360147,0.23309351431300454
UO_007,8,213,17058.638031011662,21651.098386949398,0.19277781428489546
UO_038,6,450,5481.914275497575,6934.691457635639,0.03227231422259075
UO_032,2,276,10195.437332430152,14975.637505266039,0.13492552581061906
UO_069,2,269,2194.5162469572588,2193.766213119209,0.1667262700062778
UO_106,10,267,4946.939106523499,7878.414345266716,-0.0906002512438148
UO_067,7,107,6103.377393490475,8314.816533617151,0.05838222048969613
UO_056,9,453,5152.278775431771,5965.206040590707,0.2970552703389827
UO_020,6,439,8256.895773405204,10675.60090123736,0.1549025708280374
UO_064,1,272,2068.701448332663,2196.435662591135,0.03369762771671042
UO_120,9,448,4865.095802112861,5613.385235797965,9.615760291126207e-06
UO_017,7,183,6692.743023812302,15051.69303143567,-0.016207359159697482
UO_016,3,181,14642.709975039137,17988.81258310408,0.06065656358608301
UO_011,2,284,4110.600365223409,8049.469554658625,-0.022693723756956177
UO_013,3,479,4827.354091047871,3835.07109504105,-0.045925527178588735
UO_018,2,129,2177.166776386851,4048.973651838039,0.04562531377078355
UO_014,10,359,8236.704578973566,16195.780543236691,0.14279987705831734
UO_034,2,407,4920.871636327818,10417.479368488792,-0.041440327165548664
UO_076,4,226,5197.410622759792,8503.446750661189,-0.08226269045485597
UO_086,6,338,6705.621835448769,14344.44511427489,-0.08614687277452338
UO_085,3,151,4027.0323673115176,6016.764072098374,0.006953700974387328
UO_026,9,152,7581.705611076475,18892.657825569702,-0.023947083793479346
UO_042,5,413,2965.8213496698495,7043.624503916371,0.11570214411606092
UO_061,5,127,2852.773923109866,3641.3656614306524,0.0822880748203598
UO_039,7,191,4033.5636108372155,7206.365793930289,0.029906645735607473
UO_002,9,59,3593.7499800713076,4294.306483553521,0.23341713366038433
UO_057,1,311,7378.116436835428,8962.448121579038,0.10197879719861058
UO_050,9,54,7162.214716064707,11285.545867317032,-0.06338800316636034
UO_113,2,78,9685.853937226486,12935.684993818413,0.01830574162947811
UO_016,3,212,5036.553440203731,9752.766562877574,0.2893357064786366
UO_062,5,229,3721.1639616954476,5258.787582307548,0.29079092830320574
UO_098,10,391,4535.255725002861,7727.494421971554,0.0018686542188477012
UO_011,4,50,4503.730915757338,6529.767790641441,-0.03310554848203444
UO_083,5,193,3123.694933390202,5547.440792109696,0.09827525848689775
UO_063,10,324,6647.970028483264,8527.856126805304,0.09258596726673862
UO_030,5,409,9194.883104320541,7761.618819101144,0.06405507490760684
UO_054,5,217,11847.084923301929,25381.78451791496,0.1117428909975812
UO_071,10,125,6596.60067569579,6209.881953967925,-0.007121848592719665
UO_027,10,294,6432.324184335707,5891.802366613082,-0.05402826338252514
UO_086,10,115,3779.7823216955367,5764.654366245632,0.128184583390574
UO_064,5,189,2916.1446439388437,5196.676424111764,0.27303919871295
UO_081,2,49,6411.018535387274,5848.03564237496,-0.04490028935188084
UO_079,1,301,3893.7907148553236,6781.083653891932,0.18192588969258497
UO_009,10,406,14471.001922324042,46572.47053637978,0.075158674952154
UO_076,8,180,6513.242530917011,7173.962557427265,0.017590635891521614
UO_072,3,325,9967.470756120529,6702.717645071468,0.24124368735697035
UO_002,7,434,4531.433813588681,10583.77585128121,0.08259667781487279
UO_049,8,130,3684.521948584872,2566.0909827302157,0.13332480562719606
UO_048,6,231,9926.776461589221,10902.508449589901,0.07722251477597175
UO_055,6,215,9687.0503502756,12862.822387182354,-0.06750016733217885
UO_080,3,115,9442.623025070548,9947.873915938759,0.13796187476007438
UO_067,9,357,5754.398583031795,7040.554778385167,0.0675363900152485
UO_115,3,157,14549.511626463647,16813.98796675961,-0.06529735757294813
UO_112,5,297,2161.252808530426,4033.4944729655103,0.13832469376759
UO_031,6,466,5161.901481197968,11918.738816004552,-0.096051627184309
UO_107,1,329,16783.076333927274,15369.675832757463,-0.016591844698163077
UO_026,9,198,2170.9829677946536,3988.567358613151,0.21242781476208497
UO_105,7,356,4057.3022671956282,6105.970445265311,-0.08482903005650622
UO_110,1,253,8224.707969084726,6617.753466867799,0.15867283922205552
UO_066,6,268,3082.278681708462,6027.993223693561,0.27988277848292964
UO_030,7,151,2564.957283064499,2372.9664535254815,-0.0315230167307973
UO_077,5,268,5479.703167216221,8584.670151522549,0.06684474408382984
UO_101,5,312,4296.233689208787,6472.806427062965,0.1301990789483993
UO_116,7,474,5979.494537860643,10932.226885325024,0.08016633549353772
UO_078,3,82,3278.99981066558,7665.277074384276,0.1481510744727069
UO_001,3,326,13191.329350146803,15936.845086631121,0.061639010066799255
UO_096,1,411,4464.005207181025,6880.204202215664,-0.040598348391231824
UO_070,8,276,6810.183724113879,6449.866670179036,-0.06438225607021772
UO_022,2,267,10977.491073076008,17194.25596776084,0.19777726247085778
UO_075,3,283,2420.2549806986453,3888.1620929527658,-0.00455042019123808
UO_113,7,486,9108.868431601828,13012.13645730016,0.2389801251066894
UO_087,10,356,11653.506935200852,24359.03721721954,0.19721089752873613
UO_054,10,380,1797.6694329336945,4064.2773270700736,-0.08021872626305533
UO_014,8,458,4787.980350326042,9709.168743362734,-0.01951555317450593
UO_014,9,387,5392.452351085091,11252.737916859951,0.01679706262381528
UO_084,8,412,8308.88218395399,14134.140822450423,0.13779289953041607
UO_071,7,198,2998.7443195102587,4956.36722810616,0.22393080012605562
UO_019,10,419,3730.5589706840265,3519.418849646581,-0.07586669793663076
UO_026,1,456,7771.158172067426,13135.7842596263,-0.00015641924807563434
UO_059,1,334,8218.832178009221,13794.90288113781,0.05048390495188837
UO_022,8,320,5730.937151167161,9964.276191564364,-0.026649138164733494
UO_006,7,184,10405.912588987587,13099.01371638973,0.11811683900253964
UO_063,2,110,2912.0815808701554,7139.978345807245,0.09120099174332413
UO_077,9,341,8642.317484662512,9341.055796542447,0.02659825682046396
UO_074,10,211,6756.075782166318,6186.402899317794,0.10675475476814272
UO_054,7,311,4996.532594326463,4014.426738924286,0.04232862574044555
UO_019,9,95,15897.454760984285,15441.31710597026,0.03727762698691631
UO_095,1,325,7021.433559796205,13708.912703390002,0.006158210142797008
UO_010,3,118,2805.154426494508,6962.246908119203,0.11617517372575531
UO_037,10,114,7401.542691736055,10789.525806201555,0.07764615778093073
UO_077,2,200,3837.2276348155365,3685.8797110779255,-0.02147008634911049
UO_017,6,460,12214.149962704783,11753.44571507384,-0.09481349564072034
UO_118,10,422,10219.327171482875,14931.070084664914,-0.039628183754832236
UO_055,4,173,2900.61036871634,5633.571587424541,-0.08286615940058431
UO_005,2,393,8248.077673515418,11879.613455802864,0.07263953345537286
UO_021,2,375,4082.426417944251,7727.619308177683,-0.009961258435056658
UO_118,6,343,12163.122530537144,16870.86034218785,0.06818213300988982
UO_039,9,131,22339.14013269773,20991.735219770002,0.031779949348003544
UO_020,6,190,3960.3576412131133,8314.821101934525,0.1152059242746267
UO_071,4,272,2778.19191366855,5578.082500283398,0.18954673151544035
UO_015,9,402,4726.5121402628165,4359.670993908766,0.09172557525354255
UO_079,2,370,2010.787177950752,6288.263356390532,-0.07521277562434765
UO_053,6,141,5440.375637047672,7699.351721743643,-0.09299580743403682
UO_087,7,461,9286.313166939926,5934.923620972965,-0.014707533488984348
UO_033,3,224,8184.473267353084,7602.361413036303,0.0699870044883415
UO_044,4,264,5202.451229937437,15565.544535774812,-0.08203798854909308
UO_066,7,146,3921.229500948752,7064.420436410592,0.031093521935955604
UO_050,9,378,13616.845547892517,13201.84535363435,0.254810283158061
UO_032,5,334,3339.026976645356,5833.433499699047,-0.06399239125913225
UO_079,2,65,20059.74256594581,22862.610690395442,0.27940660390782945
UO_071,8,471,11680.175039137177,16550.286657801003,0.24266871020364786
UO_073,9,315,5381.64151105875,7529.632514880855,0.23271246240541552
UO_055,2,255,3889.447818506571,5937.020743171346,0.24546340435051642
UO_028,10,160,5257.314322572787,8147.788239466989,-0.06797989389880676
UO_086,10,140,6303.5158129890415,11167.794153125016,-0.039532762408521285
UO_003,1,380,6083.7385682895865,11978.255136756805,-0.04625102937556713
UO_053,4,28,7167.867570074416,16033.198140937422,-0.05550327569944962
UO_042,1,85,7728.323867899795,5265.094787417507,0.031084487812891692
UO_002,1,328,2534.759412421219,4941.569737595134,0.23208675318021096
UO_022,5,479,1446.0304125513667,4649.376206571044,0.0007848574524917107
UO_025,7,100,3536.797779522668,5114.212222772859,-0.0023113284030960024
UO_089,3,279,9896.829574227568,16830.986613852714,0.17035550296824534
UO_032,7,401,6825.432464240089,9338.932072602027,-0.06122995914531315
UO_108,5,417,4148.233822566976,3446.7555091550657,0.04411199694476958
UO_007,10,488,6638.66282367546,10147.275922484849,0.018170522737688405
UO_062,8,124,8616.982068678793,7663.180149276111,0.23892034565176853
UO_031,7,411,5009.958130987477,7409.388799945618,0.10580051105018398
UO_063,1,116,5839.956351514228,14449.304282408433,0.1585894256487764
UO_037,1,209,6182.445647140238,13421.316333307715,-0.048386264717505914
UO_068,7,448,3187.243288330035,5134.42484892249,0.2715673042223641
UO_097,6,367,3650.857742939329,8539.290402417675,0.02898086165004185
UO_079,9,214,7106.862808831013,14034.811946959277,0.18273553513726462
UO_009,8,465,8883.064379480815,16314.48830238195,0.2818504719662175
UO_070,6,353,10091.181297287823,8502.758558155416,0.10345954464640103
UO_046,6,102,2337.5773464392105,2303.8044628713774,0.1030141034935422
UO_095,9,270,3955.409196326562,5130.151817820729,-0.05310023057661924
UO_034,4,89,5962.728446374141,5275.60315360657,0.05611022256925166
UO_108,9,311,12181.555941034567,17153.12373881167,0.24098597555261422
UO_119,8,359,6132.788694851337,9681.882623668902,-0.04595739716042067
UO_060,3,404,42990.31253777188,48459.53791707689,0.267001652224263
UO_102,4,207,3613.6334061179846,8227.08256767026,0.1669237657546627
UO_013,7,477,9494.270119380479,20738.25209200813,0.0683839340236154
UO_036,3,160,11640.20899918063,16977.450902034336,0.11859936741026292
UO_096,3,159,8369.407588366015,9664.149178248608,-0.039801356905319635
UO_086,8,94,4728.9791826369665,10473.69384727277,-0.013006682744907613
UO_048,5,119,8343.352738669664,12209.369396241893,0.014563370826669114
UO_093,5,164,3063.4966270187174,7318.354259975904,0.053938447269765794
UO_075,8,194,6672.756699015417,11355.9788427937,0.2662087979971939
UO_006,6,328,4471.384114341567,5977.280894990189,0.047027609986062785
UO_005,5,240,6472.972710365861,10532.050031724111,0.10953409615448839
UO_065,1,342,21062.41843013661,20596.8568757535,-0.035189535432863114
UO_115,5,496,2767.513497647406,2345.471759805033,0.1943892804208283
UO_103,8,29,6461.838291014322,6620.56118171832,0.12411233962668061
UO_050,9,65,2324.390157140573,2208.1484738077106,0.0759629831933488
UO_074,6,358,7104.5921844453605,9019.309226842679,0.27887458622327743
UO_074,10,136,11492.03614257732,9284.320345273485,0.2562603376567347
UO_113,3,23,5010.682669727214,10351.661475174624,0.16380450893779888
UO_024,8,332,3291.2335641331615,6069.6051173553815,0.2687249624626108
UO_007,5,257,4222.3654376365685,9174.40891667662,0.12591271797322903
UO_086,2,313,7525.700488324111,16168.093988687655,0.23077486068610673
UO_058,1,415,2131.1662655312607,7265.120864833908,0.06378406567407452
UO_021,8,50,3801.2951464671705,4708.800788454806,-0.06530232346082095
UO_086,2,149,7417.408325981591,9750.640960134859,0.2976594358116439
UO_033,3,260,3734.2298711073176,3188.285123163145,-0.033747391669371005
UO_044,9,404,11830.790689614676,23143.61182120458,0.0006040157035957228
UO_025,1,100,8399.62286052669,9977.129654117432,-0.03475864423006421
UO_095,8,44,2952.0015045169935,3809.5322276563525,0.034991807191498026
UO_113,2,280,5911.691364661002,8179.017554103795,0.015712053490535505
UO_080,8,67,3814.4087110640826,4081.776416488279,0.14044089941969395
UO_116,2,417,6131.694105610869,16482.65007279102,0.2985840057677138
UO_015,7,71,3827.4957922796107,6681.718639071507,-0.07899637780577261
UO_029,3,349,3862.226550380464,4699.181406962304,0.21137724531732885
UO_083,4,168,8118.425807786971,16437.735891357428,-0.04880323023740538
UO_052,1,428,9080.605036428182,9894.592763854784,-0.09206599014711375
UO_017,10,118,4083.0193034643166,6225.9496781670305,0.15543072804627792
UO_090,1,86,4250.6271920904865,7818.606337491517,0.24932609154774696
UO_100,10,229,5066.613118249323,5567.897408555864,-0.029480597340641887
UO_036,8,267,2661.626812614381,6152.072115223759,0.036645513856778944
UO_035,8,138,16397.64164154723,18464.67080251153,-0.032499918310769135
UO_040,2,453,10241.520908662338,10054.249843772039,0.26260302772116684
UO_023,4,247,4559.96067482826,6363.246584320272,0.008144172967249036
UO_073,2,122,13881.47007401372,15846.296029042678,0.077885156562441
UO_034,8,308,12358.844011068064,35149.355458005615,0.25789651051323137
UO_058,7,259,9321.49772348749,13075.723947317467,0.12114768150506872
UO_115,7,420,3224.0832397876025,4610.0701336941975,0.27313992030748235
UO_118,10,251,3533.6211648761546,6259.694102163389,0.2705801658588156
UO_082,3,473,7399.625068171364,23480.927626857138,0.08464040795748837
UO_080,5,309,3650.655937838107,3463.518752403124,0.13295304509334824
UO_061,1,173,5354.355709161297,13010.619603543479,-0.007874290514825244
UO_096,10,189,7325.750288669779,12909.802413996258,0.2962143275204653
UO_028,4,178,6227.810799822401,7051.398822230383,0.011326664164717976
UO_060,4,132,5371.33104804948,8783.298863385839,0.21332279519238048
UO_032,1,70,748.7425573751144,2009.5985690828943,0.02518762406209038
UO_114,7,495,2460.5778336847175,5434.858298446284,0.025216904835914017
UO_058,5,55,5782.668073955983,7395.218877141161,-0.058454829319621565
UO_082,1,32,4639.732339173479,6264.180631957997,0.12395832431863194
UO_044,5,360,11226.07649676549,20943.463350218022,-0.0020670647487162908
UO_034,8,237,2370.456823110298,2945.1448381534683,-0.04064209689695249
UO_093,10,262,6610.106490979806,9709.13114894729,-0.009333322193306598
UO_021,8,242,5645.999311848086,8315.225016599908,0.0004372628256119615
UO_001,2,227,18081.98092569157,23388.48242474412,0.10163338244779441
UO_055,1,498,2407.2729215736026,3612.2432162257583,0.05436921462222491
UO_080,2,288,7705.665056654507,13206.04670744888,-0.06980388759121597
UO_049,6,241,8472.090174087372,9954.129835133568,0.11441143315834443
UO_097,5,307,3339.4102817476983,6300.812175774072,0.2150989806355059
UO_021,4,408,,11813.808736538855,0.12969406435759812
UO_119,8,31,6745.54946589791,14225.531134899096,0.2898161009007083
UO_099,5,206,4625.370899060775,3910.20034847485,-0.060339916742211445
UO_055,4,188,4454.6402944994215,11980.770726157967,0.22846093470324377
UO_027,8,312,4810.151926894306,7101.030647177233,0.10227706795893324
UO_020,1,343,4117.191729453204,12674.863517957438,0.10863807101809125
UO_095,9,125,,9846.661065747105,0.10763997385981935
UO_016,2,195,10244.459302895617,10562.962086874351,0.030127531163055388
UO_117,8,446,2131.3107105313,4110.676706734502,0.029822005696100995
UO_078,9,368,19685.172264124958,22627.596343649733,0.15273780265699036
UO_048,10,60,2765.5126198455,4662.653653237723,-0.08209396584675344
UO_032,8,331,6006.2802606580835,4624.868240104688,0.13551441812072137
UO_120,9,344,7617.790972511153,7982.883234200189,0.18983628728436622
UO_105,4,268,8540.052692570267,6120.931424370989,0.042530517390167194
UO_032,2,286,4566.039757895644,5202.059517664815,-0.013057224216146676
UO_053,3,241,4083.3413451192882,9425.159132140747,-0.014645234910838217
UO_053,8,412,5152.238893505884,5700.879467190802,-0.0672641386621736
UO_002,5,132,3625.6690123092844,4379.4844745919345,-0.06411227231743669
UO_057,4,303,11192.343534169204,9862.939666278306,-0.03332485272216293
UO_109,3,297,10307.16297322585,8427.71427843451,-0.09233083797876517
UO_022,3,222,4839.723860714047,4917.547063492996,0.006494163009673717
UO_101,10,360,6222.520651483958,18459.035675912583,0.022560731699184045
UO_117,10,281,10435.588324338807,13847.717672066392,0.29808850134245235
UO_052,7,301,8838.393636929535,18914.020301799676,0.29667509506245016
UO_081,8,163,8330.775861627362,16342.040176837756,-0.025180461265166085
UO_096,5,262,2933.495762730185,7334.078531783781,-0.014787136761230224
UO_102,8,289,3564.207123501178,6153.594470329539,0.09676254822417302
UO_081,9,54,8495.274011631327,9750.326114788999,-0.040486266504915935
UO_058,4,317,7867.302043766136,15939.458332926934,0.10161576326327668
UO_034,2,72,5896.549433669151,8271.807859580811,0.05975588192202971
UO_071,5,375,9632.670876985194,9001.085020344237,0.029849156419948952
UO_093,2,169,10140.673161386429,17640.628273632596,0.22904206832391014
UO_017,10,456,4902.4890496933285,9220.860565015038,0.23124707999722308
UO_088,2,469,9086.218990860993,13416.96552946496,0.29515578679349064
UO_072,6,32,5101.864040418364,5076.940716223836,-0.010764754367367096
UO_023,10,286,4369.661348713782,8223.535652917612,0.25531099885749853
UO_119,10,415,8992.308774822919,19770.283076018033,0.1151383718695724
UO_033,1,116,6752.09723014975,8223.332803387964,0.13658377253294082
UO_029,2,105,8867.473770809764,17690.755921726824,0.2585172857330106
UO_019,5,328,11707.954917431325,25105.83837719481,0.27705231855132806
UO_069,10,284,8290.281710424475,6391.91312198349,0.19072450308025493
UO_037,5,90,6114.300210219471,14611.966639707125,0.03913697277404954
UO_087,10,36,6231.494024928391,5365.556417163305,0.09586719586740214
UO_026,3,208,10133.320800262554,13314.458414013883,0.14602154562164396
UO_024,5,29,5437.024127443591,12499.350688419003,0.23145601559443882
UO_054,9,185,3290.189111486611,7724.454616933326,0.1631790821510222
UO_021,2,398,10521.555570146546,11854.574228049407,0.04617904667504921
UO_097,6,58,4306.363451635815,6850.429762253545,0.06715218054411776
UO_090,8,385,27016.26861931541,38094.79491341695,-0.07982491918429009
UO_010,3,364,3490.2546473528564,4106.905942562435,0.2697071441748544
UO_042,2,238,1647.43929718457,4903.382193298563,-0.0647523946682027
UO_029,1,113,17048.332170605598,11967.21186519203,0.1319723162742179
UO_057,1,177,7429.756276915148,11640.382567117556,0.24866075249552874
UO_118,4,382,11789.276100739087,17127.3862353873,0.06834609980600287
UO_035,6,53,5019.066790149105,14050.182714458459,0.22005019500454862
UO_028,7,308,8404.251973794295,11587.006479834576,0.22152643185451806
UO_012,8,435,2082.376618455299,2760.4800975568423,-0.07606158456550123
UO_058,8,31,6706.783583559119,5796.145191619676,0.06485749029228868
UO_044,10,252,3520.8752656560955,6602.068233727962,0.17641019467481742
UO_007,1,106,16430.974709783204,11229.278544836008,0.06894140362755316
UO_016,8,112,3826.959363752026,6008.872969158805,0.11806689927174246
UO_084,10,126,3766.75198349579,8306.580386636271,0.13778316184265602
UO_093,1,212,3845.4050453742925,9689.681761017011,-0.03950824930750301
UO_035,3,487,7908.561969352655,7514.687350689891,0.06479248245941194
UO_092,5,29,4618.322580218928,4473.165559402718,-0.08861471132657367
UO_007,10,144,3289.125740384832,5964.080907641618,-0.040149566721862234
UO_086,10,294,4013.9255520109145,11657.931587557086,0.10490162535059944
UO_014,8,298,5872.067483380902,5419.506040018423,0.1294343991755241
UO_059,8,147,4175.277060597442,6814.575272746559,-0.04150623736333508
UO_100,6,360,3559.8802971380996,4886.063768525291,0.2022477080849682
UO_062,4,204,6783.910223358814,9947.507405245664,0.04919515514839706
UO_074,4,382,1535.8609854858366,3083.421966895327,0.26825997153106884
UO_120,8,374,2797.4726514187264,4159.59483998735,0.055065089322162614
UO_066,3,78,6464.564315165149,7461.397263007379,-0.04007560942695818
UO_022,8,499,8092.96843792261,8854.240539561893,0.20318818347230308
UO_016,4,201,10235.929996482277,15535.952285862546,0.12712032017573158
UO_099,10,93,9887.27992456462,16951.07097230374,0.05467526729766231
UO_111,9,21,8966.867946260163,15054.526983344724,0.04238286537290464
UO_104,2,262,4334.836792022015,7963.867687102606,-0.03969241057709159
UO_112,10,247,3663.6569812002067,5764.05853533659,0.03633385098640457
UO_075,1,67,3682.4174149654045,4534.438720612684,-0.08826234360866599
UO_120,4,25,6770.811606547233,7425.242514914316,0.10096076563030842
UO_107,9,62,2709.261549107058,6046.13578132884,0.25868949672549435
UO_043,7,164,4138.444192602699,11128.614828459897,0.21813231848613088
UO_097,9,146,3900.3002360976616,5548.162928654993,-0.08859152111831428
UO_098,9,354,6336.911839223322,15644.59649753244,0.25250413050729303
UO_116,10,265,11306.042463245989,14906.119081950255,0.08092993155302133
UO_097,9,439,3715.187730298628,5479.20472222542,-0.023643413833802238
UO_083,9,427,5587.009458233417,8365.804941654867,0.20096478208615495
UO_020,7,140,7368.532591603134,13116.151885683797,0.029149420070818527
UO_010,8,251,5951.112011326906,4184.049085409335,0.0013273692547411259
UO_019,2,395,9018.742624572329,7717.92035511903,-0.035472637287380954
UO_117,9,208,6462.013790904908,4719.628006973798,0.09464876276008913
UO_107,2,304,4071.741899205948,6829.77245973167,-0.0626424001802219
UO_012,8,261,5364.630884566924,5908.848397097403,0.21424525164551464
UO_010,2,97,4928.07118495467,4846.828583372977,0.08826983066656441
UO_071,8,77,10264.999383626599,11402.469564295832,0.0787905667275681
UO_056,3,469,13689.871126985774,18348.084916517502,-0.09925841740739161
UO_104,2,489,6464.516061870003,14052.965923211159,0.22714554412342455
UO_011,6,200,14438.310928778046,32813.71949959784,0.09713482361530149
UO_114,6,89,4317.699007313284,6692.683082216119,0.07595780792053916
UO_080,1,284,4957.2149324786515,10844.965225686992,0.20455395411375624
UO_097,7,223,9463.965910087527,7635.303190409721,-0.07484058035969565
UO_061,1,189,12891.609014384452,29263.004568456923,0.046672182438081494
UO_038,4,314,3407.6062326137853,4948.631707839957,0.1302935830215026
UO_017,6,472,2457.306122296577,4027.5464041297773,0.0842310250956751
UO_054,8,397,2495.025720839043,8276.141860426404,-0.027344444048810243
UO_045,8,266,2196.5303080401654,3718.147473200714,0.019710603072124716
UO_119,10,443,5670.775364123094,9912.010773006,0.020080223059053187
UO_025,7,78,4137.632131410354,6532.9966850917135,0.29678832110609077
UO_106,5,319,3763.536494322472,11479.471992195986,0.03047884752265953
UO_031,6,340,9510.363453096556,11560.020178553425,-0.017927174983080413
UO_106,8,477,14379.356025390336,20061.67978867596,0.2290548612416586
UO_065,3,30,13448.242070155999,19329.61875246462,0.06846850200144347
UO_039,6,366,3194.0300508403893,8952.369107587914,0.07754547779482032
UO_020,4,490,5186.542413855673,4857.126247284019,0.11955562539829492
UO_073,3,359,9495.284233028458,12590.652522042808,0.13827567890500464
UO_043,3,24,2484.364059310481,2650.535709500128,0.1362222401641358
UO_116,4,224,9707.018396308462,29559.040956491746,-0.08620011103558244
UO_066,6,389,13546.198289135791,18791.2928423346,0.22753697315918112
UO_001,1,477,3427.822633442583,6562.475293154296,-0.022058872370064805
UO_055,2,264,2986.5097344907585,3553.9637679203956,0.01693685111354433
UO_108,4,268,12063.950881113442,21904.645212405725,-0.030628191991729822
UO_103,10,452,5835.092243763724,7593.424771553132,0.20683066301435113
UO_051,9,454,15691.178670653866,14772.323002959889,0.13346319705016782
UO_005,8,439,2371.8733376893038,4265.000519311699,0.20211846110082052
UO_012,10,124,3740.902063190464,4279.287388012817,0.16135936217172017
